age,monthly_income,category,amount,payment_method,merchant_type,days_since_last_expense,monthly_expense_count,budget_limit,amount_to_budget_ratio,income_expense_ratio,high_risk_expense
47,43454,Entertainment,2429.51,Card,Online,9,54,23950,0.101,0.0559,0
21,82904,Other,2113.78,UPI,Education,20,29,20000,0.106,0.0255,0
35,144936,Education,1180.5,Card,Education,27,38,17648,0.067,0.0081,0
54,137258,Healthcare,5018.95,Card,Education,6,41,27498,0.183,0.0366,1
42,126668,Entertainment,1746.59,Cash,Transport,25,45,26390,0.066,0.0138,0
18,139184,Shopping,725.64,Cash,Restaurant,2,9,29378,0.025,0.0052,0
32,31566,Other,2581.39,Net Banking,Local,1,13,29071,0.089,0.0818,1
26,53333,Bills,3204.64,UPI,Transport,5,37,14806,0.216,0.0601,0
32,136929,Travel,737.3,Card,Online,20,14,20913,0.035,0.0054,0
41,104571,Other,1433.44,Net Banking,Local,8,37,15077,0.095,0.0137,0
21,135263,Bills,530.74,UPI,Local,9,9,12385,0.043,0.0039,0
29,147661,Food,3685.02,Card,Local,3,8,11877,0.31,0.025,0
54,40235,Other,1607.68,Card,Restaurant,26,39,11558,0.139,0.04,0
54,15159,Bills,892.44,Cash,Education,2,40,23329,0.038,0.0589,0
23,119859,Education,3231.15,Wallet,Utility,8,54,7943,0.407,0.027,0
56,122507,Other,1713.69,UPI,Online,23,3,18201,0.094,0.014,0
41,29743,Other,2952.36,Card,Restaurant,21,55,17584,0.168,0.0993,1
28,61101,Healthcare,2306.99,UPI,Restaurant,16,56,24411,0.095,0.0378,0
30,136534,Entertainment,800.28,Net Banking,Utility,13,47,4883,0.164,0.0059,0
51,99227,Healthcare,1150.96,Net Banking,Local,9,40,27277,0.042,0.0116,0
42,86126,Other,911.79,Wallet,Education,12,33,2093,0.436,0.0106,0
24,71071,Entertainment,685.91,Card,Utility,11,32,15258,0.045,0.0097,0
21,89763,Bills,418.44,Cash,Utility,26,7,29063,0.014,0.0047,0
25,61154,Travel,5646.18,Card,Restaurant,0,19,21029,0.268,0.0923,1
37,22016,Travel,2087.74,UPI,Online,27,34,26306,0.079,0.0948,1
46,104678,Other,2297.39,Net Banking,Subscription,21,14,23591,0.097,0.0219,0
27,127056,Education,3462.48,UPI,Education,28,50,23881,0.145,0.0273,0
51,69238,Food,1142.32,Wallet,Utility,18,47,7526,0.152,0.0165,0
43,73608,Bills,564.58,Net Banking,Education,18,46,3112,0.181,0.0077,0
58,104081,Entertainment,2787.0,Cash,Utility,5,56,11829,0.236,0.0268,0
20,65961,Other,644.45,Net Banking,Local,12,57,24283,0.027,0.0098,0
23,41917,Bills,2744.29,Card,Education,18,19,2408,1.14,0.0655,1
22,42990,Other,492.96,Card,Local,12,51,7454,0.066,0.0115,0
22,77551,Education,606.5,Net Banking,Restaurant,26,54,15685,0.039,0.0078,0
40,95811,Shopping,1058.57,Wallet,Local,25,59,18674,0.057,0.011,0
26,70103,Shopping,2677.69,Card,Education,21,26,25052,0.107,0.0382,0
52,121122,Education,4610.15,Card,Transport,20,17,15996,0.288,0.0381,0
37,34008,Entertainment,2294.94,Cash,Education,3,54,3428,0.669,0.0675,0
59,47402,Healthcare,1090.34,Net Banking,Utility,23,28,9780,0.111,0.023,0
52,128550,Education,3116.55,Card,Local,1,19,8181,0.381,0.0242,0
35,106218,Other,480.11,Wallet,Online,14,27,22135,0.022,0.0045,0
34,148296,Entertainment,834.98,UPI,Transport,11,48,27457,0.03,0.0056,0
41,135779,Travel,1829.76,Net Banking,Restaurant,29,52,4627,0.395,0.0135,0
20,144714,Education,2846.48,Cash,Subscription,26,57,5463,0.521,0.0197,0
49,47441,Entertainment,1486.26,Card,Utility,6,19,28021,0.053,0.0313,0
52,77368,Education,1374.11,Wallet,Utility,19,33,12261,0.112,0.0178,0
55,107122,Education,1433.06,Net Banking,Online,17,51,14054,0.102,0.0134,0
30,59760,Healthcare,3442.81,Wallet,Subscription,30,7,22195,0.155,0.0576,0
42,38478,Healthcare,958.89,Wallet,Subscription,22,29,9857,0.097,0.0249,0
26,142881,Other,791.01,Cash,Restaurant,12,55,25676,0.031,0.0055,0
21,86854,Entertainment,1416.8,Net Banking,Restaurant,16,43,18909,0.075,0.0163,0
31,109230,Entertainment,3749.47,Card,Transport,3,5,26660,0.141,0.0343,0
54,100716,Food,1044.98,Cash,Utility,24,30,24699,0.042,0.0104,0
51,113538,Education,1429.81,Card,Local,13,49,1487,0.962,0.0126,1
28,30372,Shopping,473.26,UPI,Restaurant,19,43,22194,0.021,0.0156,0
58,44796,Education,1473.15,Wallet,Online,27,56,2465,0.598,0.0329,0
20,113826,Education,2019.78,UPI,Online,12,58,7816,0.258,0.0177,0
45,135592,Entertainment,645.27,Wallet,Online,2,8,26515,0.024,0.0048,0
46,108635,Education,3446.91,Cash,Education,25,42,29691,0.116,0.0317,0
26,126022,Bills,2002.09,Card,Restaurant,25,12,14546,0.138,0.0159,0
20,69040,Education,1170.38,Card,Restaurant,17,42,1368,0.856,0.017,1
42,90357,Bills,2012.3,Cash,Online,13,13,18947,0.106,0.0223,0
51,93356,Healthcare,2385.28,Net Banking,Restaurant,14,26,18013,0.132,0.0256,0
29,31211,Shopping,367.39,UPI,Education,2,18,4878,0.075,0.0118,0
59,120426,Other,2065.09,UPI,Local,0,42,15963,0.129,0.0171,0
26,20842,Entertainment,3665.99,Card,Local,25,51,29532,0.124,0.1759,1
32,81852,Education,948.5,Card,Transport,23,52,28805,0.033,0.0116,0
57,140737,Bills,1189.07,Card,Utility,16,49,22038,0.054,0.0084,0
42,60968,Bills,1338.23,Cash,Local,2,20,23140,0.058,0.0219,0
22,32508,Healthcare,2867.22,Net Banking,Transport,13,16,23335,0.123,0.0882,1
28,69575,Bills,738.78,UPI,Subscription,2,37,18818,0.039,0.0106,0
51,81914,Other,2312.87,Wallet,Utility,12,3,13746,0.168,0.0282,0
41,82055,Travel,1356.54,Cash,Local,14,27,1576,0.861,0.0165,1
32,102697,Food,4745.64,UPI,Education,17,15,22084,0.215,0.0462,0
55,121239,Other,1414.24,Net Banking,Subscription,13,58,18523,0.076,0.0117,0
25,138106,Shopping,216.69,Cash,Transport,20,34,15669,0.014,0.0016,0
22,20355,Other,2603.37,UPI,Local,25,45,26468,0.098,0.1279,1
43,69120,Healthcare,2235.25,Cash,Local,2,22,6885,0.325,0.0323,0
35,53342,Healthcare,1944.59,UPI,Restaurant,18,40,8722,0.223,0.0365,0
23,17257,Other,3602.71,UPI,Subscription,7,23,24880,0.145,0.2088,1
54,42364,Education,416.21,Net Banking,Local,3,59,17587,0.024,0.0098,0
30,126715,Travel,844.84,Wallet,Online,3,49,25944,0.033,0.0067,0
45,41654,Education,1673.76,Net Banking,Education,18,4,5980,0.28,0.0402,0
22,96423,Education,1874.25,UPI,Restaurant,10,51,25308,0.074,0.0194,0
30,44320,Other,1506.76,Cash,Restaurant,0,54,8277,0.182,0.034,0
34,35808,Entertainment,479.47,Net Banking,Local,7,57,5862,0.082,0.0134,0
57,67389,Entertainment,1197.7,Wallet,Education,14,41,1450,0.826,0.0178,1
49,133581,Entertainment,4539.11,UPI,Restaurant,0,23,8750,0.519,0.034,0
46,142927,Travel,710.42,Net Banking,Utility,6,47,3318,0.214,0.005,0
20,49773,Education,1647.92,Net Banking,Subscription,20,9,4100,0.402,0.0331,0
57,91396,Food,2318.6,Net Banking,Utility,19,24,11841,0.196,0.0254,0
51,122692,Shopping,2813.54,Net Banking,Transport,19,21,15553,0.181,0.0229,0
57,72505,Entertainment,2595.19,Cash,Utility,23,41,25377,0.102,0.0358,0
44,100896,Entertainment,1133.83,Wallet,Education,10,46,24729,0.046,0.0112,0
30,33135,Healthcare,841.99,Wallet,Online,26,55,27926,0.03,0.0254,0
50,105887,Education,4769.26,UPI,Restaurant,28,53,19828,0.241,0.045,0
23,137118,Education,2993.14,Card,Education,13,16,14833,0.202,0.0218,0
41,62377,Travel,1758.68,Cash,Restaurant,21,56,6755,0.26,0.0282,0
36,77491,Travel,3998.99,UPI,Online,15,55,24464,0.163,0.0516,0
33,73283,Entertainment,567.46,UPI,Restaurant,13,25,26999,0.021,0.0077,0
57,31923,Education,222.9,Net Banking,Utility,11,26,25392,0.009,0.007,0
45,62591,Food,1859.68,Card,Transport,16,49,26964,0.069,0.0297,0
50,77261,Shopping,1920.41,Card,Local,13,45,22148,0.087,0.0249,0
58,69336,Other,523.7,Cash,Online,9,9,11407,0.046,0.0076,0
30,89083,Education,2923.74,Card,Utility,23,15,29861,0.098,0.0328,0
42,75948,Healthcare,311.92,UPI,Education,28,39,26957,0.012,0.0041,0
59,41672,Other,2142.87,Card,Utility,13,33,16507,0.13,0.0514,0
53,19213,Education,2476.46,Card,Utility,17,1,14741,0.168,0.1289,1
44,77507,Bills,1844.52,Wallet,Local,21,5,12590,0.147,0.0238,0
55,72134,Travel,462.81,UPI,Subscription,8,56,12805,0.036,0.0064,0
24,148172,Healthcare,3578.47,Card,Restaurant,16,9,24402,0.147,0.0242,0
22,43172,Shopping,1162.17,Card,Restaurant,5,44,25006,0.046,0.0269,0
48,35132,Entertainment,1164.93,Net Banking,Education,7,6,18062,0.064,0.0332,0
40,33199,Healthcare,999.94,Card,Transport,25,28,20739,0.048,0.0301,0
59,51609,Education,2653.8,Card,Education,12,45,13565,0.196,0.0514,0
27,46881,Entertainment,1121.77,Wallet,Subscription,17,26,13147,0.085,0.0239,0
49,39472,Education,657.22,UPI,Restaurant,4,28,9023,0.073,0.0167,0
47,69131,Entertainment,3145.21,Cash,Transport,5,40,6537,0.481,0.0455,0
56,27828,Shopping,1620.48,UPI,Education,20,15,1027,1.578,0.0582,1
48,111664,Travel,3215.84,Net Banking,Transport,18,6,18943,0.17,0.0288,0
35,147473,Shopping,1705.41,UPI,Utility,3,27,9790,0.174,0.0116,0
53,30193,Bills,948.94,Card,Online,6,38,711,1.335,0.0314,1
